source,target,ÀàĞÍ
794449,186390,directed
112789,186440,directed
183858,186440,directed
668127,186440,directed
772745,186440,directed
91650,186481,directed
66915,186594,directed
150629,186594,directed
325401,186594,directed
695189,186594,directed
804476,186594,directed
847735,186594,directed
3829,186734,directed
59156,186734,directed
115733,186734,directed
129547,186734,directed
276085,186734,directed
608701,186734,directed
769616,186734,directed
825208,186734,directed
29884,186805,directed
41874,186805,directed
610706,186805,directed
754032,186805,directed
183867,186927,directed
496525,186927,directed
556242,186927,directed
750519,186927,directed
809334,186927,directed
418740,187162,directed
562304,187162,directed
771438,187162,directed
773642,187162,directed
38302,187172,directed
67406,187172,directed
75747,187172,directed
143494,187172,directed
489876,187172,directed
501407,187172,directed
756772,187172,directed
816890,187172,directed
891032,187172,directed
924508,187172,directed
937098,187172,directed
98465,187422,directed
766078,187422,directed
813946,187422,directed
3829,187478,directed
28166,187478,directed
38490,187478,directed
59156,187478,directed
66915,187478,directed
76881,187478,directed
81194,187478,directed
90803,187478,directed
119651,187478,directed
120521,187478,directed
129547,187478,directed
144458,187478,directed
176936,187478,directed
186734,187478,directed
196248,187478,directed
238495,187478,directed
276085,187478,directed
486775,187478,directed
608701,187478,directed
611102,187478,directed
617844,187478,directed
636106,187478,directed
769616,187478,directed
815039,187478,directed
819894,187478,directed
894956,187478,directed
942529,187478,directed
959770,187478,directed
33161,187581,directed
75825,187581,directed
94224,187581,directed
120521,187581,directed
128099,187581,directed
138699,187581,directed
139026,187581,directed
309458,187581,directed
354105,187581,directed
414251,187581,directed
569685,187581,directed
754032,187581,directed
766893,187581,directed
772976,187581,directed
824022,187581,directed
894465,187581,directed
924232,187581,directed
264350,187907,directed
788582,187907,directed
19701,188190,directed
91650,188190,directed
423305,188190,directed
474482,188190,directed
485791,188190,directed
672910,188190,directed
751604,188190,directed
755156,188190,directed
758520,188190,directed
798606,188190,directed
170770,188206,directed
402249,188206,directed
3829,188261,directed
50034,188261,directed
67539,188261,directed
76881,188261,directed
94205,188261,directed
96744,188261,directed
176936,188261,directed
179698,188261,directed
187478,188261,directed
223701,188261,directed
240865,188261,directed
248392,188261,directed
354105,188261,directed
625739,188261,directed
819983,188261,directed
831381,188261,directed
46861,188342,directed
73644,188342,directed
137494,188342,directed
180228,188342,directed
279141,188342,directed
549797,188342,directed
796741,188342,directed
903609,188342,directed
12644,188432,directed
127949,188432,directed
192260,188432,directed
201760,188432,directed
211758,188432,directed
398615,188432,directed
548338,188432,directed
551815,188432,directed
636382,188432,directed
666763,188432,directed
674332,188432,directed
678408,188432,directed
684830,188432,directed
808198,188432,directed
848572,188432,directed
75100,188467,directed
573978,188697,directed
51066,188809,directed
292559,188843,directed
74970,189229,directed
179730,189229,directed
366889,189644,directed
673360,189644,directed
792507,189644,directed
954646,189644,directed
954694,189644,directed
19701,189678,directed
129308,189678,directed
162233,189678,directed
209142,189678,directed
290812,189678,directed
417607,189678,directed
423305,189678,directed
521704,189678,directed
570825,189678,directed
590441,189678,directed
754032,189678,directed
840402,189678,directed
947816,189701,directed
36645,189831,directed
489316,189831,directed
551815,189831,directed
642664,189831,directed
745617,189831,directed
764702,189831,directed
824866,189831,directed
396372,189848,directed
845443,189848,directed
928942,189848,directed
2411,190012,directed
21747,190012,directed
31441,190012,directed
42234,190012,directed
46345,190012,directed
65882,190012,directed
81017,190012,directed
147638,190012,directed
203008,190012,directed
228444,190012,directed
489520,190012,directed
675495,190012,directed
685647,190012,directed
687933,190012,directed
840000,190012,directed
850692,190012,directed
945269,190012,directed
82013,190021,directed
82584,190021,directed
108826,190021,directed
118544,190021,directed
238115,190021,directed
316834,190021,directed
317093,190021,directed
359494,190021,directed
414251,190021,directed
569685,190021,directed
821571,190021,directed
903609,190021,directed
138063,190235,directed
169526,190235,directed
178014,190235,directed
251925,190235,directed
681340,190235,directed
751592,190235,directed
759668,190235,directed
762652,190235,directed
800332,190235,directed
414251,190531,directed
14651,190632,directed
98189,190632,directed
136640,190632,directed
234325,190632,directed
337856,190632,directed
471355,190843,directed
786613,190843,directed
684920,190888,directed
74970,190946,directed
200775,190946,directed
353145,190946,directed
848784,190946,directed
98465,191063,directed
156043,191063,directed
192382,191063,directed
246611,191063,directed
259800,191063,directed
287259,191063,directed
308932,191063,directed
315403,191063,directed
343954,191063,directed
401166,191063,directed
501407,191063,directed
771438,191063,directed
925837,191063,directed
61172,191070,directed
183858,191070,directed
199995,191070,directed
217622,191070,directed
531986,191070,directed
809266,191070,directed
852855,191070,directed
5953,191175,directed
193231,191175,directed
249973,191175,directed
798662,191175,directed
838272,191175,directed
46784,191429,directed
276085,191429,directed
608701,191429,directed
39656,191680,directed
111794,191680,directed
162677,191680,directed
175553,191680,directed
211758,191680,directed
330601,191680,directed
398615,191680,directed
484396,191680,directed
505047,191680,directed
591104,191680,directed
607283,191680,directed
643549,191680,directed
776301,191680,directed
781932,191680,directed
796166,191680,directed
94210,191699,directed
118493,191699,directed
121590,191699,directed
181694,191699,directed
188843,191699,directed
219021,191699,directed
219243,191699,directed
292559,191699,directed
411761,191699,directed
443997,191699,directed
754032,191699,directed
765585,191699,directed
781837,191699,directed
785283,191699,directed
797056,191699,directed
797205,191699,directed
798543,191699,directed
3829,191947,directed
33161,191947,directed
59655,191947,directed
118853,191947,directed
128099,191947,directed
144458,191947,directed
154548,191947,directed
295756,191947,directed
303050,191947,directed
354105,191947,directed
569685,191947,directed
622805,191947,directed
772976,191947,directed
814898,191947,directed
824599,191947,directed
933172,191947,directed
962064,191947,directed
71970,191983,directed
128099,191983,directed
128290,191983,directed
129775,191983,directed
176358,191983,directed
185155,191983,directed
205180,191983,directed
369270,191983,directed
390390,191983,directed
402872,191983,directed
406583,191983,directed
628684,191983,directed
684920,191983,directed
944349,191983,directed
39656,192260,directed
44290,192260,directed
175553,192260,directed
193802,192260,directed
208404,192260,directed
227776,192260,directed
423829,192260,directed
548338,192260,directed
742899,192260,directed
100160,192382,directed
112462,192382,directed
139026,192382,directed
171994,192382,directed
240865,192382,directed
311674,192382,directed
354105,192382,directed
404434,192382,directed
423267,192382,directed
489303,192382,directed
751019,192382,directed
754032,192382,directed
772567,192382,directed
894465,192382,directed
925181,192382,directed
165855,192840,directed
94205,192925,directed
130115,192925,directed
169202,192925,directed
248392,192925,directed
391398,192925,directed
805930,192925,directed
814036,192925,directed
888730,192925,directed
20278,193025,directed
78044,193025,directed
290072,193025,directed
316834,193025,directed
669473,193025,directed
98189,193160,directed
577531,193160,directed
22928,193216,directed
59156,193216,directed
100160,193216,directed
112462,193216,directed
182900,193216,directed
238495,193216,directed
276085,193216,directed
354105,193216,directed
489303,193216,directed
573870,193216,directed
577627,193216,directed
608701,193216,directed
767068,193216,directed
817369,193216,directed
894465,193216,directed
19701,193231,directed
131650,193231,directed
193216,193231,directed
204708,193231,directed
354105,193231,directed
418740,193231,directed
785380,193231,directed
838272,193231,directed
840402,193231,directed
164053,193305,directed
208774,193305,directed
262255,193305,directed
303506,193305,directed
351733,193305,directed
578999,193305,directed
780258,193305,directed
5882,193320,directed
79960,193320,directed
84209,193320,directed
139026,193320,directed
163229,193320,directed
192382,193320,directed
246611,193320,directed
260206,193320,directed
291043,193320,directed
297702,193320,directed
299471,193320,directed
339624,193320,directed
377891,193320,directed
492466,193320,directed
536275,193320,directed
574772,193320,directed
590479,193320,directed
596126,193320,directed
604852,193320,directed
745241,193320,directed
749734,193320,directed
754032,193320,directed
771438,193320,directed
796734,193320,directed
809999,193320,directed
858827,193320,directed
894465,193320,directed
923033,193320,directed
987621,193320,directed
22124,193342,directed
151787,193342,directed
228323,193342,directed
315403,193342,directed
343954,193342,directed
371258,193342,directed
677842,193342,directed
67631,193444,directed
133719,193444,directed
518313,193444,directed
684830,193444,directed
807949,193444,directed
14651,193594,directed
35464,193594,directed
71209,193594,directed
79016,193594,directed
118664,193594,directed
150629,193594,directed
162930,193594,directed
170815,193594,directed
174822,193594,directed
184502,193594,directed
216846,193594,directed
244406,193594,directed
270491,193594,directed
325401,193594,directed
651107,193594,directed
691807,193594,directed
696015,193594,directed
242966,193802,directed
259529,193802,directed
69534,193963,directed
84209,193963,directed
84814,193963,directed
105354,193963,directed
139026,193963,directed
193320,193963,directed
222436,193963,directed
260206,193963,directed
297702,193963,directed
500992,193963,directed
536275,193963,directed
574772,193963,directed
749734,193963,directed
866786,193963,directed
948171,193963,directed
987621,193963,directed
22124,194008,directed
31324,194008,directed
151787,194008,directed
46699,194018,directed
118544,194018,directed
120521,194018,directed
180228,194018,directed
279141,194018,directed
538677,194018,directed
549797,194018,directed
792507,194018,directed
45057,194036,directed
66915,194036,directed
81083,194036,directed
102050,194036,directed
328352,194036,directed
333634,194036,directed
549797,194036,directed
577720,194036,directed
754032,194036,directed
934721,194036,directed
939567,194036,directed
19892,194039,directed
131650,194039,directed
413524,194039,directed
817754,194039,directed
19241,194063,directed
86312,194063,directed
136640,194063,directed
162269,194063,directed
175286,194063,directed
214162,194063,directed
234325,194063,directed
294085,194063,directed
307875,194063,directed
362437,194063,directed
409968,194063,directed
605375,194063,directed
792370,194063,directed
944310,194063,directed
22257,194246,directed
25462,194246,directed
28432,194246,directed
36521,194246,directed
44764,194246,directed
61172,194246,directed
99246,194246,directed
137390,194246,directed
206241,194246,directed
334193,194246,directed
357406,194246,directed
492331,194246,directed
531986,194246,directed
564333,194246,directed
672910,194246,directed
748222,194246,directed
755156,194246,directed
831215,194246,directed
919525,194246,directed
926548,194246,directed
937003,194246,directed
45057,194703,directed
46699,194703,directed
66915,194703,directed
410219,194703,directed
549797,194703,directed
631774,194703,directed
754032,194703,directed
788568,194703,directed
894465,194703,directed
939567,194703,directed
941579,194703,directed
944310,194703,directed
69153,194743,directed
149166,194743,directed
249420,194743,directed
626268,194743,directed
651107,194743,directed
754032,194743,directed
888730,194743,directed
894465,194743,directed
38490,195237,directed
66915,195237,directed
94224,195237,directed
170454,195237,directed
177060,195237,directed
414251,195237,directed
754032,195237,directed
346336,195305,directed
354105,195305,directed
746010,195305,directed
753685,195305,directed
754032,195305,directed
16448,195373,directed
79016,195373,directed
150629,195373,directed
639397,195373,directed
652255,195373,directed
781837,195373,directed
785283,195373,directed
903609,195373,directed
931086,195373,directed
390390,195634,directed
90188,195874,directed
100160,195874,directed
202187,195874,directed
359494,195874,directed
425105,195874,directed
754032,195874,directed
790988,195874,directed
819344,195874,directed
923432,195874,directed
77560,196200,directed
179730,196248,directed
180228,196248,directed
198783,196248,directed
315336,196248,directed
524239,196248,directed
583959,196248,directed
780451,196248,directed
792507,196248,directed
816890,196248,directed
858710,196248,directed
903609,196248,directed
944310,196248,directed
36987,196254,directed
371258,196254,directed
484396,196254,directed
614339,196254,directed
988386,196254,directed
988638,196254,directed
260038,196544,directed
57840,196690,directed
69986,196690,directed
72205,196690,directed
144349,196690,directed
185669,196690,directed
578031,196690,directed
664378,196690,directed
794846,196690,directed
944310,196690,directed
9680,196969,directed
66915,196969,directed
79016,196969,directed
130115,196969,directed
154533,196969,directed
176936,196969,directed
223054,196969,directed
307461,196969,directed
411761,196969,directed
423829,196969,directed
756656,196969,directed
814036,196969,directed
1433,196976,directed
13384,196976,directed
14651,196976,directed
136640,196976,directed
162487,196976,directed
170369,196976,directed
175286,196976,directed
177060,196976,directed
194063,196976,directed
196690,196976,directed
207644,196976,directed
227088,196976,directed
232701,196976,directed
234325,196976,directed
337271,196976,directed
368112,196976,directed
410219,196976,directed
510805,196976,directed
629609,196976,directed
690254,196976,directed
762821,196976,directed
791483,196976,directed
798248,196976,directed
814606,196976,directed
837215,196976,directed
934069,196976,directed
369270,197040,directed
2330,197364,directed
31685,197364,directed
37794,197364,directed
61273,197364,directed
95613,197364,directed
128099,197364,directed
128290,197364,directed
138833,197364,directed
177588,197364,directed
187581,197364,directed
191699,197364,directed
191947,197364,directed
219021,197364,directed
219243,197364,directed
233066,197364,directed
266255,197364,directed
488378,197364,directed
531986,197364,directed
573410,197364,directed
639397,197364,directed
652255,197364,directed
674011,197364,directed
686577,197364,directed
752773,197364,directed
806336,197364,directed
932858,197364,directed
216348,197424,directed
220312,197424,directed
267411,197424,directed
274520,197424,directed
300659,197424,directed
30925,197460,directed
48908,197460,directed
66915,197460,directed
79016,197460,directed
115733,197460,directed
162930,197460,directed
184502,197460,directed
185948,197460,directed
204901,197460,directed
260038,197460,directed
270491,197460,directed
271029,197460,directed
279337,197460,directed
290072,197460,directed
368367,197460,directed
411761,197460,directed
423829,197460,directed
479028,197460,directed
487535,197460,directed
522377,197460,directed
894827,197460,directed
927555,197460,directed
154998,197475,directed
219203,197475,directed
290812,197475,directed
364399,197475,directed
496487,197475,directed
531986,197475,directed
748222,197475,directed
852855,197475,directed
108826,197582,directed
118544,197582,directed
144458,197582,directed
238115,197582,directed
59156,197757,directed
414251,197757,directed
677781,197757,directed
807028,197757,directed
821571,197757,directed
988440,197757,directed
75747,197921,directed
84053,197921,directed
246768,197921,directed
295276,197921,directed
359494,197921,directed
425105,197921,directed
603590,197921,directed
745584,197921,directed
754032,197921,directed
785380,197921,directed
790988,197921,directed
819344,197921,directed
821571,197921,directed
923432,197921,directed
46861,198162,directed
210323,198162,directed
238115,198162,directed
317093,198162,directed
577235,198162,directed
608701,198162,directed
805208,198162,directed
19701,198302,directed
46120,198302,directed
51992,198302,directed
66915,198302,directed
114342,198302,directed
135543,198302,directed
175553,198302,directed
233066,198302,directed
317417,198302,directed
379125,198302,directed
500664,198302,directed
562304,198302,directed
570825,198302,directed
577627,198302,directed
631774,198302,directed
840102,198302,directed
840402,198302,directed
894465,198302,directed
767016,198426,directed
3829,198532,directed
46861,198532,directed
66915,198532,directed
74970,198532,directed
120521,198532,directed
128099,198532,directed
180228,198532,directed
307461,198532,directed
332141,198532,directed
414251,198532,directed
486305,198532,directed
538677,198532,directed
654490,198532,directed
754032,198532,directed
792953,198532,directed
816890,198532,directed
824022,198532,directed
894465,198532,directed
927627,198532,directed
20403,198783,directed
193160,198783,directed
200775,198783,directed
246022,198783,directed
353145,198783,directed
380704,198783,directed
549797,198783,directed
577531,198783,directed
796741,198783,directed
816890,198783,directed
848784,198783,directed
200775,198901,directed
848784,198901,directed
343396,198922,directed
824022,198922,directed
960674,198922,directed
520545,199089,directed
936946,199194,directed
80780,199917,directed
108679,199917,directed
345355,199917,directed
932665,199917,directed
304401,199995,directed
345427,199995,directed
346336,199995,directed
404434,199995,directed
582313,199995,directed
593930,199995,directed
611881,199995,directed
631774,199995,directed
746010,199995,directed
753685,199995,directed
754032,199995,directed
29909,200074,directed
33161,200074,directed
58549,200074,directed
61480,200074,directed
78044,200074,directed
139026,200074,directed
140816,200074,directed
144458,200074,directed
187478,200074,directed
187581,200074,directed
193216,200074,directed
232564,200074,directed
293896,200074,directed
314600,200074,directed
316834,200074,directed
339490,200074,directed
354105,200074,directed
361393,200074,directed
578141,200074,directed
622805,200074,directed
659517,200074,directed
665957,200074,directed
754032,200074,directed
840402,200074,directed
894465,200074,directed
943936,200074,directed
781172,200322,directed
395819,200777,directed
74970,200791,directed
163198,200791,directed
180228,200791,directed
198901,200791,directed
200775,200791,directed
278575,200791,directed
279141,200791,directed
538677,200791,directed
549797,200791,directed
754032,200791,directed
805208,200791,directed
816890,200791,directed
894465,200791,directed
6334,200882,directed
75825,200882,directed
118544,200882,directed
180228,200882,directed
246885,200882,directed
332141,200882,directed
538677,200882,directed
792507,200882,directed
792953,200882,directed
793988,200882,directed
803720,200882,directed
894335,200882,directed
5953,200968,directed
112462,200968,directed
139026,200968,directed
180228,200968,directed
240865,200968,directed
309458,200968,directed
332141,200968,directed
354105,200968,directed
489303,200968,directed
754032,200968,directed
771438,200968,directed
894465,200968,directed
457807,201022,directed
22928,201297,directed
112462,201297,directed
139026,201297,directed
193216,201297,directed
238506,201297,directed
482600,201297,directed
489303,201297,directed
489676,201297,directed
577627,201297,directed
659517,201297,directed
805661,201297,directed
842611,201297,directed
22124,201593,directed
315403,201593,directed
343954,201593,directed
770007,201593,directed
3669,201668,directed
34249,201668,directed
38490,201668,directed
58372,201668,directed
170369,201668,directed
178536,201668,directed
185615,201668,directed
194703,201668,directed
222927,201668,directed
325459,201668,directed
350840,201668,directed
379125,201668,directed
414745,201668,directed
422405,201668,directed
574772,201668,directed
740833,201668,directed
745964,201668,directed
894465,201668,directed
923384,201668,directed
988655,201668,directed
489316,201678,directed
882950,201678,directed
15318,201716,directed
86312,201716,directed
144847,201716,directed
214162,201716,directed
378041,201716,directed
396676,201716,directed
686560,201716,directed
798248,201716,directed
811897,201716,directed
68780,201760,directed
118544,201760,directed
182360,201760,directed
212200,201760,directed
213590,201760,directed
248392,201760,directed
401066,201760,directed
738855,201760,directed
790227,201760,directed
805930,201760,directed
577235,201958,directed
83013,201983,directed
83194,201983,directed
159433,201983,directed
182884,201983,directed
390477,201983,directed
403184,201983,directed
545074,201983,directed
765595,201983,directed
768321,201983,directed
776093,201983,directed
792018,201983,directed
796734,201983,directed
45077,202033,directed
227527,202033,directed
234488,202033,directed
487271,202033,directed
75747,202084,directed
121590,202084,directed
137390,202084,directed
174822,202084,directed
216846,202084,directed
290812,202084,directed
334193,202084,directed
781837,202084,directed
785283,202084,directed
804476,202084,directed
18258,202089,directed
208774,202089,directed
244537,202089,directed
390477,202089,directed
467203,202089,directed
66915,202162,directed
170369,202162,directed
175196,202162,directed
176936,202162,directed
187478,202162,directed
257141,202162,directed
625739,202162,directed
745964,202162,directed
796736,202162,directed
805930,202162,directed
807028,202162,directed
819983,202162,directed
942529,202162,directed
988440,202162,directed
805930,202187,directed
75747,202545,directed
100160,202545,directed
138520,202545,directed
182598,202545,directed
418740,202545,directed
478603,202545,directed
520975,202545,directed
620121,202545,directed
787757,202545,directed
62002,203008,directed
76057,203008,directed
112462,203008,directed
125465,203008,directed
139026,203008,directed
165162,203008,directed
192382,203008,directed
193216,203008,directed
195305,203008,directed
199995,203008,directed
226331,203008,directed
304401,203008,directed
311674,203008,directed
346336,203008,directed
354105,203008,directed
503913,203008,directed
538677,203008,directed
577627,203008,directed
655273,203008,directed
685647,203008,directed
771438,203008,directed
772567,203008,directed
798992,203008,directed
850692,203008,directed
37658,203592,directed
849672,203592,directed
929776,203592,directed
120521,203639,directed
137494,203639,directed
179730,203639,directed
180228,203639,directed
200882,203639,directed
279141,203639,directed
424296,203639,directed
608701,203639,directed
830028,203639,directed
852007,203639,directed
894531,203639,directed
927627,203639,directed
33161,203695,directed
44764,203695,directed
92942,203695,directed
144458,203695,directed
167386,203695,directed
611929,203695,directed
658346,203695,directed
11910,203711,directed
21747,203711,directed
68780,203711,directed
68934,203711,directed
102399,203711,directed
137474,203711,directed
184502,203711,directed
185948,203711,directed
201760,203711,directed
204901,203711,directed
223701,203711,directed
248392,203711,directed
270491,203711,directed
411761,203711,directed
606283,203711,directed
738855,203711,directed
792583,203711,directed
887638,203711,directed
303506,203764,directed
498987,203764,directed
116178,203765,directed
573870,203765,directed
38936,204386,directed
64509,204386,directed
66915,204386,directed
87985,204386,directed
100160,204386,directed
102050,204386,directed
131581,204386,directed
174557,204386,directed
274321,204386,directed
505532,204386,directed
538677,204386,directed
595101,204386,directed
631774,204386,directed
754032,204386,directed
821571,204386,directed
934721,204386,directed
55128,204708,directed
58372,204708,directed
120521,204708,directed
180228,204708,directed
239961,204708,directed
276085,204708,directed
489303,204708,directed
608701,204708,directed
792953,204708,directed
793988,204708,directed
803720,204708,directed
815039,204708,directed
894465,204708,directed
894531,204708,directed
946137,204708,directed
959770,204708,directed
1006782,204708,directed
276085,204714,directed
898331,204714,directed
139089,204847,directed
44290,204850,directed
118853,204850,directed
781172,204850,directed
79016,204901,directed
82584,204901,directed
184502,204901,directed
359199,204901,directed
815575,204901,directed
805930,204968,directed
46861,205180,directed
49180,205180,directed
100854,205180,directed
137494,205180,directed
151469,205180,directed
197040,205180,directed
332141,205180,directed
369270,205180,directed
486775,205180,directed
577590,205180,directed
748773,205180,directed
824022,205180,directed
827250,205180,directed
830028,205180,directed
933172,205180,directed
315336,205254,directed
792507,205254,directed
335,205442,directed
816890,205442,directed
837215,205442,directed
36310,205520,directed
66869,205520,directed
154530,205520,directed
485191,205520,directed
575379,205520,directed
583478,205520,directed
178014,205627,directed
219334,205627,directed
22124,205838,directed
98465,205838,directed
170381,205838,directed
186096,205838,directed
191063,205838,directed
255347,205838,directed
291043,205838,directed
315403,205838,directed
420504,205838,directed
446509,205838,directed
490952,205838,directed
501407,205838,directed
588450,205838,directed
590479,205838,directed
636394,205838,directed
673208,205838,directed
957340,205838,directed
621959,205959,directed
696668,205959,directed
758999,205959,directed
801615,205959,directed
949820,205959,directed
75747,206167,directed
114342,206167,directed
422405,206167,directed
596126,206167,directed
894465,206167,directed
42993,206241,directed
44764,206241,directed
104714,206241,directed
127451,206241,directed
159214,206241,directed
183858,206241,directed
299668,206241,directed
307461,206241,directed
489303,206241,directed
531986,206241,directed
597309,206241,directed
607448,206241,directed
645612,206241,directed
754032,206241,directed
809266,206241,directed
852855,206241,directed
41874,206407,directed
75264,206407,directed
422947,206407,directed
490004,206407,directed
490141,206407,directed
786613,206407,directed
5953,206465,directed
22124,206465,directed
81493,206465,directed
84209,206465,directed
120060,206465,directed
139026,206465,directed
154998,206465,directed
446509,206465,directed
673208,206465,directed
743760,206465,directed
175553,206538,directed
259529,206538,directed
548338,206538,directed
793227,206538,directed
118664,206668,directed
208774,206668,directed
279337,206668,directed
302106,206668,directed
332257,206668,directed
573978,206668,directed
576718,206668,directed
622805,206668,directed
23290,206967,directed
69986,207127,directed
117844,207127,directed
180228,207127,directed
200791,207127,directed
218994,207127,directed
320761,207127,directed
410219,207127,directed
477954,207127,directed
583959,207127,directed
754032,207127,directed
780451,207127,directed
789721,207127,directed
796741,207127,directed
816890,207127,directed
852007,207127,directed
118384,207290,directed
186927,207290,directed
251361,207290,directed
615119,207290,directed
775877,207290,directed
798662,207290,directed
922911,207290,directed
67631,207360,directed
133719,207360,directed
81083,207735,directed
306446,207735,directed
343396,207735,directed
549797,207735,directed
608701,207735,directed
17748,208076,directed
20278,208076,directed
46861,208076,directed
78044,208076,directed
101946,208076,directed
147200,208076,directed
149044,208076,directed
165011,208076,directed
182360,208076,directed
212612,208076,directed
221894,208076,directed
233228,208076,directed
238115,208076,directed
246885,208076,directed
254535,208076,directed
316834,208076,directed
317093,208076,directed
378624,208076,directed
414251,208076,directed
594665,208076,directed
607448,208076,directed
669473,208076,directed
806507,208076,directed
817000,208076,directed
838195,208076,directed
892771,208076,directed
927555,208076,directed
2993710,208076,directed
41874,208303,directed
71209,208303,directed
137474,208303,directed
159699,208303,directed
270491,208303,directed
296815,208303,directed
379125,208303,directed
617196,208303,directed
631774,208303,directed
785773,208303,directed
855405,208303,directed
855423,208303,directed
955544,208303,directed
162677,208404,directed
211758,208404,directed
259529,208404,directed
189644,208582,directed
418955,208582,directed
418981,208582,directed
934069,208582,directed
1190,208774,directed
18258,208774,directed
86826,208774,directed
92942,208774,directed
270491,208774,directed
361393,208774,directed
467203,208774,directed
500889,208774,directed
594665,208774,directed
597309,208774,directed
622805,208774,directed
661524,208774,directed
802302,208774,directed
816701,208774,directed
894847,208774,directed
927555,208774,directed
73644,208893,directed
74134,208893,directed
99104,208893,directed
118384,208893,directed
282766,208893,directed
296815,208893,directed
336783,208893,directed
391003,208893,directed
569914,208893,directed
672011,208893,directed
744796,208893,directed
768231,208893,directed
946563,208893,directed
988440,208893,directed
108826,208997,directed
165011,208997,directed
238115,208997,directed
927555,208997,directed
41874,209019,directed
393345,209019,directed
754032,209019,directed
94205,209142,directed
120521,209142,directed
120615,209142,directed
171637,209142,directed
176936,209142,directed
180228,209142,directed
404463,209142,directed
538677,209142,directed
792953,209142,directed
793988,209142,directed
803720,209142,directed
941579,209142,directed
211758,209773,directed
805930,209773,directed
14651,210142,directed
28166,210142,directed
66228,210142,directed
126048,210142,directed
149973,210142,directed
177060,210142,directed
376739,210142,directed
664194,210142,directed
772526,210142,directed
806542,210142,directed
806877,210142,directed
601079,210143,directed
639697,210143,directed
307025,210276,directed
309458,210276,directed
31067,210323,directed
128099,210323,directed
164594,210323,directed
238115,210323,directed
300534,210323,directed
303050,210323,directed
309328,210323,directed
2993710,210323,directed
55128,210425,directed
120521,210425,directed
121157,210425,directed
182598,210425,directed
562304,210425,directed
577627,210425,directed
590479,210425,directed
824022,210425,directed
894465,210425,directed
13384,210512,directed
69153,210512,directed
69986,210512,directed
132449,210512,directed
136640,210512,directed
175286,210512,directed
234325,210512,directed
294923,210512,directed
738674,210512,directed
788569,210512,directed
864209,210512,directed
20278,210830,directed
46861,210830,directed
61044,210830,directed
81079,210830,directed
142208,210830,directed
149044,210830,directed
253734,210830,directed
258741,210830,directed
319347,210830,directed
767016,210830,directed
790667,210830,directed
7689,210991,directed
160690,210991,directed
164053,210991,directed
208774,210991,directed
262255,210991,directed
314505,210991,directed
376204,210991,directed
498987,210991,directed
502371,210991,directed
572106,210991,directed
578999,210991,directed
608945,210991,directed
681956,210991,directed
746666,210991,directed
790833,210991,directed
820434,210991,directed
821590,210991,directed
894847,210991,directed
935330,210991,directed
219966,211095,directed
326249,211095,directed
446509,211095,directed
521851,211095,directed
664346,211095,directed
852688,211095,directed
859509,211095,directed
885375,211095,directed
46699,211146,directed
120521,211146,directed
175708,211146,directed
894465,211146,directed
2130,211424,directed
175087,211424,directed
119629,211483,directed
255770,211483,directed
256575,211483,directed
258090,211483,directed
324819,211483,directed
343940,211483,directed
484396,211483,directed
505047,211483,directed
558596,211483,directed
745617,211483,directed
184502,211570,directed
204901,211570,directed
260038,211570,directed
290072,211570,directed
368367,211570,directed
487535,211570,directed
927555,211570,directed
70715,211578,directed
85915,211578,directed
162197,211578,directed
184502,211578,directed
251491,211578,directed
255210,211578,directed
270491,211578,directed
317093,211578,directed
326249,211578,directed
336783,211578,directed
368451,211578,directed
392299,211578,directed
394806,211578,directed
489316,211578,directed
490416,211578,directed
543055,211578,directed
615119,211578,directed
633078,211578,directed
642542,211578,directed
792507,211578,directed
796734,211578,directed
813392,211578,directed
816896,211578,directed
884686,211578,directed
949259,211578,directed
961133,211578,directed
170690,211758,directed
172350,211758,directed
225389,211758,directed
259529,211758,directed
346637,211758,directed
770629,211758,directed
784527,211758,directed
793227,211758,directed
936206,212006,directed
41874,212131,directed
51992,212131,directed
58372,212131,directed
80720,212131,directed
110341,212131,directed
129308,212131,directed
145128,212131,directed
259561,212131,directed
343930,212131,directed
346336,212131,directed
631774,212131,directed
754032,212131,directed
755156,212131,directed
790814,212131,directed
840402,212131,directed
894465,212131,directed
899530,212131,directed
937003,212131,directed
77662,212200,directed
162677,212200,directed
211758,212200,directed
213590,212200,directed
287604,212200,directed
317093,212200,directed
378624,212200,directed
396372,212200,directed
551815,212200,directed
661974,212200,directed
750203,212200,directed
928942,212200,directed
79016,212612,directed
82584,212612,directed
206967,212612,directed
403120,212612,directed
532957,212612,directed
792507,212612,directed
175553,212614,directed
423829,212614,directed
497132,212614,directed
551815,212614,directed
622805,212614,directed
743929,212614,directed
41874,213165,directed
75825,213165,directed
265456,213165,directed
502351,213165,directed
674163,213165,directed
761706,213165,directed
817000,213165,directed
893719,213165,directed
66915,213212,directed
69153,213212,directed
71209,213212,directed
79016,213212,directed
150629,213212,directed
184502,213212,directed
231645,213212,directed
239859,213212,directed
270491,213212,directed
274321,213212,directed
294923,213212,directed
888730,213212,directed
934721,213212,directed
160198,213510,directed
172350,213510,directed
175553,213510,directed
211758,213510,directed
259529,213510,directed
793227,213510,directed
67631,213561,directed
75329,213561,directed
169239,213561,directed
216986,213561,directed
302774,213561,directed
304102,213561,directed
584257,213561,directed
660507,213561,directed
667669,213561,directed
749222,213561,directed
46861,213590,directed
82584,213590,directed
317093,213590,directed
195874,213921,directed
