Source,Target,Type,Id,Label,timeset,Weight
1096,3198,directed,,,,
481,3198,directed,,,,
945,3198,directed,,,,
1959,3198,directed,,,,
35,3198,directed,,,,
67,3198,directed,,,,
131,3198,directed,,,,
17,3198,directed,,,,
1342,3198,directed,,,,
1025,3198,directed,,,,
543,4061,directed,,,,
154,4061,directed,,,,
474,4061,directed,,,,
706,4061,directed,,,,
933,4061,directed,,,,
293,1563,directed,,,,
297,1563,directed,,,,
281,4062,directed,,,,
1856,4062,directed,,,,
2139,4062,directed,,,,
560,793,directed,,,,
1455,793,directed,,,,
253,793,directed,,,,
2160,793,directed,,,,
853,793,directed,,,,
748,793,directed,,,,
866,1172,directed,,,,
881,1172,directed,,,,
867,1172,directed,,,,
1433,1172,directed,,,,
233,1172,directed,,,,
510,1172,directed,,,,
2161,1172,directed,,,,
1477,1172,directed,,,,
2162,1172,directed,,,,
514,1172,directed,,,,
1136,1172,directed,,,,
522,1172,directed,,,,
866,4063,directed,,,,
54,4063,directed,,,,
514,4063,directed,,,,
648,884,directed,,,,
2,884,directed,,,,
466,884,directed,,,,
1324,884,directed,,,,
731,884,directed,,,,
885,884,directed,,,,
610,884,directed,,,,
732,884,directed,,,,
614,884,directed,,,,
2163,884,directed,,,,
2164,884,directed,,,,
1992,884,directed,,,,
1175,884,directed,,,,
268,884,directed,,,,
889,884,directed,,,,
1976,884,directed,,,,
2165,884,directed,,,,
2166,884,directed,,,,
2167,884,directed,,,,
149,884,directed,,,,
837,884,directed,,,,
2168,884,directed,,,,
625,884,directed,,,,
22,1933,directed,,,,
241,1933,directed,,,,
1359,1933,directed,,,,
857,1933,directed,,,,
576,1933,directed,,,,
1282,1933,directed,,,,
481,1933,directed,,,,
1010,1933,directed,,,,
889,4064,directed,,,,
134,4065,directed,,,,
2169,2977,directed,,,,
880,1564,directed,,,,
864,233,directed,,,,
306,233,directed,,,,
881,233,directed,,,,
123,233,directed,,,,
1636,233,directed,,,,
883,233,directed,,,,
1158,233,directed,,,,
1219,233,directed,,,,
673,233,directed,,,,
646,233,directed,,,,
170,233,directed,,,,
1094,233,directed,,,,
595,765,directed,,,,
2,765,directed,,,,
703,765,directed,,,,
941,765,directed,,,,
388,765,directed,,,,
55,765,directed,,,,
9,765,directed,,,,
109,765,directed,,,,
673,765,directed,,,,
1048,765,directed,,,,
1049,765,directed,,,,
67,765,directed,,,,
112,765,directed,,,,
2170,4066,directed,,,,
2129,2368,directed,,,,
2130,2368,directed,,,,
332,1789,directed,,,,
480,1789,directed,,,,
253,4067,directed,,,,
853,4067,directed,,,,
482,4067,directed,,,,
2171,4067,directed,,,,
2,424,directed,,,,
248,424,directed,,,,
2172,424,directed,,,,
250,424,directed,,,,
1260,2999,directed,,,,
255,2999,directed,,,,
2173,2999,directed,,,,
64,2999,directed,,,,
755,2999,directed,,,,
18,2999,directed,,,,
2174,2999,directed,,,,
2175,4068,directed,,,,
1407,4068,directed,,,,
1060,4068,directed,,,,
1387,4069,directed,,,,
2176,2089,directed,,,,
924,2089,directed,,,,
7,2089,directed,,,,
1129,2089,directed,,,,
770,2089,directed,,,,
771,2089,directed,,,,
1536,2089,directed,,,,
603,2089,directed,,,,
332,3734,directed,,,,
1348,3734,directed,,,,
118,3734,directed,,,,
700,3734,directed,,,,
1669,3734,directed,,,,
2177,3734,directed,,,,
779,3734,directed,,,,
198,3734,directed,,,,
2178,3734,directed,,,,
2179,3734,directed,,,,
894,2765,directed,,,,
557,2765,directed,,,,
898,2765,directed,,,,
2180,2765,directed,,,,
2181,2765,directed,,,,
900,2765,directed,,,,
149,2765,directed,,,,
150,2765,directed,,,,
182,3476,directed,,,,
424,3476,directed,,,,
234,3476,directed,,,,
2182,3476,directed,,,,
183,3476,directed,,,,
64,3476,directed,,,,
1212,4070,directed,,,,
54,4070,directed,,,,
516,4070,directed,,,,
1165,176,directed,,,,
679,176,directed,,,,
815,176,directed,,,,
291,176,directed,,,,
248,176,directed,,,,
189,176,directed,,,,
295,176,directed,,,,
1896,176,directed,,,,
296,176,directed,,,,
2183,176,directed,,,,
1437,176,directed,,,,
434,176,directed,,,,
770,176,directed,,,,
771,176,directed,,,,
773,176,directed,,,,
120,176,directed,,,,
379,176,directed,,,,
1133,176,directed,,,,
1251,176,directed,,,,
365,4071,directed,,,,
368,4071,directed,,,,
1770,4071,directed,,,,
469,4071,directed,,,,
56,4071,directed,,,,
1550,4071,directed,,,,
1156,4071,directed,,,,
98,171,directed,,,,
233,171,directed,,,,
1359,171,directed,,,,
1315,171,directed,,,,
361,171,directed,,,,
58,171,directed,,,,
64,171,directed,,,,
211,2985,directed,,,,
217,2985,directed,,,,
1371,2985,directed,,,,
699,2710,directed,,,,
132,2808,directed,,,,
133,2808,directed,,,,
654,2808,directed,,,,
1841,2808,directed,,,,
283,2808,directed,,,,
611,2808,directed,,,,
986,2808,directed,,,,
101,2808,directed,,,,
2047,2808,directed,,,,
288,2808,directed,,,,
761,2808,directed,,,,
1183,1071,directed,,,,
1134,1071,directed,,,,
611,1071,directed,,,,
64,1071,directed,,,,
379,1071,directed,,,,
1553,1071,directed,,,,
1937,3672,directed,,,,
1051,1407,directed,,,,
2184,1407,directed,,,,
1300,1407,directed,,,,
2,1407,directed,,,,
1487,1407,directed,,,,
2119,1407,directed,,,,
1004,1407,directed,,,,
368,1407,directed,,,,
1260,1407,directed,,,,
711,1407,directed,,,,
1054,1407,directed,,,,
478,1407,directed,,,,
2185,1407,directed,,,,
2120,1407,directed,,,,
2186,1407,directed,,,,
733,1407,directed,,,,
2187,1407,directed,,,,
2036,1407,directed,,,,
388,1407,directed,,,,
1521,1407,directed,,,,
1554,1407,directed,,,,
1456,1407,directed,,,,
228,1407,directed,,,,
194,1407,directed,,,,
55,1407,directed,,,,
2188,1407,directed,,,,
1177,1407,directed,,,,
1059,1407,directed,,,,
1261,1407,directed,,,,
418,1407,directed,,,,
1178,1407,directed,,,,
1462,1407,directed,,,,
15,1407,directed,,,,
166,1407,directed,,,,
38,1407,directed,,,,
1303,1407,directed,,,,
556,1407,directed,,,,
995,1407,directed,,,,
1094,1407,directed,,,,
275,1407,directed,,,,
500,4072,directed,,,,
930,4072,directed,,,,
502,4072,directed,,,,
1716,4072,directed,,,,
504,4072,directed,,,,
1494,4072,directed,,,,
505,4072,directed,,,,
604,4072,directed,,,,
2,4073,directed,,,,
850,4073,directed,,,,
55,4073,directed,,,,
928,4073,directed,,,,
271,4073,directed,,,,
12,4073,directed,,,,
2189,4073,directed,,,,
2190,4073,directed,,,,
835,1229,directed,,,,
1406,1229,directed,,,,
182,1229,directed,,,,
1115,1229,directed,,,,
108,1229,directed,,,,
657,1229,directed,,,,
1784,1229,directed,,,,
64,1229,directed,,,,
698,3245,directed,,,,
1154,3245,directed,,,,
699,3245,directed,,,,
536,3245,directed,,,,
1295,3245,directed,,,,
2191,3245,directed,,,,
118,3245,directed,,,,
1669,3245,directed,,,,
540,3245,directed,,,,
542,3245,directed,,,,
1297,3245,directed,,,,
678,1901,directed,,,,
910,1901,directed,,,,
47,1901,directed,,,,
49,1901,directed,,,,
567,1901,directed,,,,
125,1901,directed,,,,
568,1901,directed,,,,
207,1901,directed,,,,
912,1901,directed,,,,
757,1901,directed,,,,
569,1901,directed,,,,
2192,1901,directed,,,,
1125,1901,directed,,,,
1040,1901,directed,,,,
481,1901,directed,,,,
183,1901,directed,,,,
1127,1901,directed,,,,
62,1901,directed,,,,
1302,1901,directed,,,,
1042,1901,directed,,,,
723,1901,directed,,,,
131,1901,directed,,,,
1043,1901,directed,,,,
204,2668,directed,,,,
207,2668,directed,,,,
208,2668,directed,,,,
210,2668,directed,,,,
1054,3419,directed,,,,
1055,3419,directed,,,,
2099,3419,directed,,,,
2193,3419,directed,,,,
2194,3419,directed,,,,
2195,3419,directed,,,,
23,4074,directed,,,,
2079,4074,directed,,,,
864,2625,directed,,,,
865,2625,directed,,,,
866,2625,directed,,,,
867,2625,directed,,,,
152,2625,directed,,,,
123,2625,directed,,,,
1215,2625,directed,,,,
1521,2625,directed,,,,
128,2625,directed,,,,
162,2625,directed,,,,
513,2625,directed,,,,
514,2625,directed,,,,
1717,2625,directed,,,,
129,2625,directed,,,,
114,4075,directed,,,,
116,4075,directed,,,,
178,4075,directed,,,,
119,4075,directed,,,,
700,4075,directed,,,,
1950,4075,directed,,,,
347,4075,directed,,,,
288,4075,directed,,,,
98,4076,directed,,,,
182,4076,directed,,,,
1498,4076,directed,,,,
2196,4076,directed,,,,
2197,4076,directed,,,,
12,4076,directed,,,,
1023,4076,directed,,,,
357,4077,directed,,,,
243,4077,directed,,,,
2198,4077,directed,,,,
1001,4077,directed,,,,
108,4077,directed,,,,
1471,4077,directed,,,,
2155,4077,directed,,,,
112,4077,directed,,,,
2199,2657,directed,,,,
306,2657,directed,,,,
1761,2657,directed,,,,
3,2657,directed,,,,
743,2657,directed,,,,
332,2657,directed,,,,
1434,2657,directed,,,,
1614,2657,directed,,,,
2200,2657,directed,,,,
1924,2657,directed,,,,
2201,2657,directed,,,,
498,2657,directed,,,,
2202,2657,directed,,,,
1175,2657,directed,,,,
55,2657,directed,,,,
81,2657,directed,,,,
1422,2657,directed,,,,
482,2657,directed,,,,
101,2657,directed,,,,
2203,2657,directed,,,,
2204,2657,directed,,,,
604,2657,directed,,,,
1706,2735,directed,,,,
881,3028,directed,,,,
676,3028,directed,,,,
1275,536,directed,,,,
698,536,directed,,,,
1650,536,directed,,,,
1657,536,directed,,,,
700,536,directed,,,,
1651,536,directed,,,,
344,536,directed,,,,
1104,536,directed,,,,
1156,536,directed,,,,
1,3545,directed,,,,
744,3545,directed,,,,
1096,3545,directed,,,,
8,3545,directed,,,,
2178,3545,directed,,,,
1083,3545,directed,,,,
984,3545,directed,,,,
462,477,directed,,,,
240,477,directed,,,,
1335,477,directed,,,,
156,477,directed,,,,
1162,477,directed,,,,
108,477,directed,,,,
54,477,directed,,,,
740,477,directed,,,,
322,477,directed,,,,
481,477,directed,,,,
64,477,directed,,,,
276,1095,directed,,,,
97,1095,directed,,,,
291,1095,directed,,,,
48,1095,directed,,,,
295,1095,directed,,,,
1503,1095,directed,,,,
1630,1095,directed,,,,
2183,1095,directed,,,,
434,1095,directed,,,,
1881,1095,directed,,,,
1115,1095,directed,,,,
1175,1095,directed,,,,
10,1095,directed,,,,
301,1095,directed,,,,
64,1095,directed,,,,
103,1095,directed,,,,
104,1095,directed,,,,
1014,1095,directed,,,,
1984,1095,directed,,,,
1252,1684,directed,,,,
2205,1684,directed,,,,
1305,1684,directed,,,,
1688,1684,directed,,,,
2206,1684,directed,,,,
1183,2459,directed,,,,
306,2459,directed,,,,
2,2459,directed,,,,
670,2459,directed,,,,
2207,2459,directed,,,,
234,2459,directed,,,,
80,2459,directed,,,,
64,2459,directed,,,,
601,2459,directed,,,,
1165,1347,directed,,,,
1343,1347,directed,,,,
769,1347,directed,,,,
192,1347,directed,,,,
193,1347,directed,,,,
2208,1347,directed,,,,
195,1347,directed,,,,
2209,1347,directed,,,,
2210,1347,directed,,,,
120,1347,directed,,,,
324,1347,directed,,,,
201,1347,directed,,,,
291,2771,directed,,,,
292,2771,directed,,,,
956,2771,directed,,,,
295,2771,directed,,,,
297,2771,directed,,,,
1158,2771,directed,,,,
1205,3394,directed,,,,
479,4078,directed,,,,
576,4078,directed,,,,
1264,4078,directed,,,,
481,4078,directed,,,,
482,4078,directed,,,,
554,4078,directed,,,,
1265,4078,directed,,,,
16,4078,directed,,,,
560,1454,directed,,,,
2211,1454,directed,,,,
293,1454,directed,,,,
253,1454,directed,,,,
254,1454,directed,,,,
297,1454,directed,,,,
1091,1454,directed,,,,
1309,1454,directed,,,,
256,1454,directed,,,,
306,368,directed,,,,
1605,368,directed,,,,
871,368,directed,,,,
331,368,directed,,,,
233,368,directed,,,,
293,368,directed,,,,
480,368,directed,,,,
1636,368,directed,,,,
883,368,directed,,,,
1219,368,directed,,,,
109,368,directed,,,,
2212,368,directed,,,,
1919,368,directed,,,,
236,368,directed,,,,
1597,368,directed,,,,
808,3217,directed,,,,
1053,3217,directed,,,,
1025,3217,directed,,,,
697,3693,directed,,,,
1295,3693,directed,,,,
2083,3693,directed,,,,
118,3693,directed,,,,
194,3693,directed,,,,
540,3693,directed,,,,
324,3693,directed,,,,
132,4079,directed,,,,
2213,4079,directed,,,,
1733,4079,directed,,,,
2214,4079,directed,,,,
1007,4080,directed,,,,
809,4080,directed,,,,
745,4080,directed,,,,
105,1329,directed,,,,
834,2903,directed,,,,
2,2903,directed,,,,
1449,2903,directed,,,,
1206,2903,directed,,,,
1208,2903,directed,,,,
554,2903,directed,,,,
64,2903,directed,,,,
854,2903,directed,,,,
2215,2903,directed,,,,
131,2903,directed,,,,
581,2567,directed,,,,
1134,2567,directed,,,,
293,2567,directed,,,,
511,2567,directed,,,,
297,2567,directed,,,,
2216,2567,directed,,,,
1808,2567,directed,,,,
452,2567,directed,,,,
1772,2567,directed,,,,
202,2567,directed,,,,
777,690,directed,,,,
679,690,directed,,,,
1300,690,directed,,,,
476,690,directed,,,,
1004,690,directed,,,,
477,690,directed,,,,
1990,690,directed,,,,
478,690,directed,,,,
487,690,directed,,,,
479,690,directed,,,,
361,690,directed,,,,
481,690,directed,,,,
1104,690,directed,,,,
179,690,directed,,,,
484,690,directed,,,,
2158,690,directed,,,,
67,690,directed,,,,
485,690,directed,,,,
605,691,directed,,,,
465,691,directed,,,,
262,691,directed,,,,
2,691,directed,,,,
661,691,directed,,,,
1293,691,directed,,,,
403,691,directed,,,,
2217,691,directed,,,,
471,691,directed,,,,
388,691,directed,,,,
950,691,directed,,,,
2110,691,directed,,,,
928,691,directed,,,,
1118,691,directed,,,,
271,691,directed,,,,
64,691,directed,,,,
1555,691,directed,,,,
2218,691,directed,,,,
297,1586,directed,,,,
584,1586,directed,,,,
511,3664,directed,,,,
9,3664,directed,,,,
60,3664,directed,,,,
1994,3664,directed,,,,
15,3664,directed,,,,
17,3664,directed,,,,
1446,4081,directed,,,,
2219,4081,directed,,,,
545,4081,directed,,,,
316,4081,directed,,,,
1479,4081,directed,,,,
1004,1149,directed,,,,
588,1149,directed,,,,
2220,1149,directed,,,,
1449,1149,directed,,,,
1459,1149,directed,,,,
858,1149,directed,,,,
482,1149,directed,,,,
1062,1149,directed,,,,
1265,1149,directed,,,,
110,1149,directed,,,,
1393,1149,directed,,,,
107,1392,directed,,,,
108,1392,directed,,,,
864,510,directed,,,,
883,510,directed,,,,
1994,510,directed,,,,
309,510,directed,,,,
2221,4082,directed,,,,
868,4083,directed,,,,
680,2671,directed,,,,
50,2671,directed,,,,
361,2671,directed,,,,
216,2671,directed,,,,
60,2671,directed,,,,
945,2671,directed,,,,
854,2671,directed,,,,
2222,2671,directed,,,,
98,743,directed,,,,
1433,743,directed,,,,
140,743,directed,,,,
434,743,directed,,,,
64,743,directed,,,,
324,743,directed,,,,
777,1011,directed,,,,
2223,1011,directed,,,,
366,1011,directed,,,,
1605,1011,directed,,,,
330,1011,directed,,,,
368,1011,directed,,,,
243,1011,directed,,,,
1354,1011,directed,,,,
2091,1011,directed,,,,
54,1011,directed,,,,
1104,1011,directed,,,,
20,1011,directed,,,,
750,894,directed,,,,
25,894,directed,,,,
144,894,directed,,,,
1226,894,directed,,,,
1227,894,directed,,,,
1820,894,directed,,,,
2224,894,directed,,,,
2225,894,directed,,,,
992,894,directed,,,,
898,894,directed,,,,
2226,894,directed,,,,
2227,894,directed,,,,
151,894,directed,,,,
1435,4084,directed,,,,
599,4084,directed,,,,
49,1887,directed,,,,
234,1887,directed,,,,
733,1887,directed,,,,
790,1887,directed,,,,
2228,1887,directed,,,,
159,1887,directed,,,,
54,1887,directed,,,,
64,1887,directed,,,,
1423,1887,directed,,,,
825,1887,directed,,,,
236,1887,directed,,,,
1551,1887,directed,,,,
1122,1887,directed,,,,
201,1887,directed,,,,
835,2886,directed,,,,
1485,3736,directed,,,,
2229,3736,directed,,,,
597,3736,directed,,,,
2230,3736,directed,,,,
1048,3736,directed,,,,
275,3736,directed,,,,
1697,1185,directed,,,,
2,1185,directed,,,,
1187,1185,directed,,,,
234,1185,directed,,,,
1206,1185,directed,,,,
1046,1185,directed,,,,
646,1185,directed,,,,
1807,1185,directed,,,,
308,1185,directed,,,,
633,265,directed,,,,
97,265,directed,,,,
98,265,directed,,,,
277,265,directed,,,,
263,265,directed,,,,
696,265,directed,,,,
835,265,directed,,,,
661,265,directed,,,,
1830,265,directed,,,,
1003,265,directed,,,,
554,265,directed,,,,
1020,265,directed,,,,
64,265,directed,,,,
1111,265,directed,,,,
722,265,directed,,,,
288,265,directed,,,,
2190,265,directed,,,,
1123,265,directed,,,,
1819,4085,directed,,,,
2081,4086,directed,,,,
2231,4087,directed,,,,
257,4087,directed,,,,
97,282,directed,,,,
834,282,directed,,,,
2,282,directed,,,,
1187,282,directed,,,,
434,282,directed,,,,
55,282,directed,,,,
1207,282,directed,,,,
554,282,directed,,,,
64,282,directed,,,,
67,282,directed,,,,
594,282,directed,,,,
2232,1378,directed,,,,
680,1378,directed,,,,
22,1378,directed,,,,
1107,1378,directed,,,,
886,1378,directed,,,,
1382,1378,directed,,,,
58,1378,directed,,,,
1298,1378,directed,,,,
400,1378,directed,,,,
1388,1378,directed,,,,
2233,3003,directed,,,,
1446,3003,directed,,,,
1740,3003,directed,,,,
1447,3003,directed,,,,
2234,3003,directed,,,,
2235,3003,directed,,,,
2236,3003,directed,,,,
2237,3003,directed,,,,
255,4088,directed,,,,
1313,4088,directed,,,,
779,4088,directed,,,,
2238,4088,directed,,,,
2239,4088,directed,,,,
1393,4088,directed,,,,
2240,4088,directed,,,,
465,48,directed,,,,
306,48,directed,,,,
834,48,directed,,,,
2,48,directed,,,,
54,48,directed,,,,
128,48,directed,,,,
554,48,directed,,,,
2241,48,directed,,,,
64,48,directed,,,,
166,48,directed,,,,
131,48,directed,,,,
1987,2538,directed,,,,
573,2538,directed,,,,
696,2538,directed,,,,
680,2538,directed,,,,
182,2538,directed,,,,
1039,2538,directed,,,,
808,2538,directed,,,,
574,2538,directed,,,,
612,2538,directed,,,,
1002,2538,directed,,,,
228,2538,directed,,,,
390,2538,directed,,,,
1655,2538,directed,,,,
741,2538,directed,,,,
1265,2538,directed,,,,
392,2538,directed,,,,
64,2538,directed,,,,
1033,2538,directed,,,,
722,2538,directed,,,,
67,2538,directed,,,,
17,2538,directed,,,,
973,2538,directed,,,,
1433,2485,directed,,,,
2161,2485,directed,,,,
1762,2485,directed,,,,
673,2485,directed,,,,
1279,2485,directed,,,,
465,661,directed,,,,
97,661,directed,,,,
98,661,directed,,,,
1183,661,directed,,,,
834,661,directed,,,,
382,661,directed,,,,
2,661,directed,,,,
1757,661,directed,,,,
835,661,directed,,,,
54,661,directed,,,,
554,661,directed,,,,
64,661,directed,,,,
837,661,directed,,,,
838,661,directed,,,,
111,661,directed,,,,
1424,661,directed,,,,
2242,661,directed,,,,
724,661,directed,,,,
291,4089,directed,,,,
1590,4089,directed,,,,
883,4089,directed,,,,
1219,4089,directed,,,,
169,4089,directed,,,,
778,4089,directed,,,,
2243,4089,directed,,,,
960,4089,directed,,,,
880,4089,directed,,,,
105,4089,directed,,,,
1332,4089,directed,,,,
865,152,directed,,,,
626,152,directed,,,,
352,152,directed,,,,
2,152,directed,,,,
1698,152,directed,,,,
233,152,directed,,,,
234,152,directed,,,,
1477,152,directed,,,,
157,152,directed,,,,
158,152,directed,,,,
193,152,directed,,,,
159,152,directed,,,,
1047,152,directed,,,,
64,152,directed,,,,
1136,152,directed,,,,
236,152,directed,,,,
131,152,directed,,,,
934,152,directed,,,,
1004,1260,directed,,,,
368,1260,directed,,,,
1011,1260,directed,,,,
1186,1260,directed,,,,
51,1260,directed,,,,
850,1260,directed,,,,
1290,1260,directed,,,,
55,1260,directed,,,,
1808,1260,directed,,,,
109,1260,directed,,,,
481,1260,directed,,,,
1655,1260,directed,,,,
779,1260,directed,,,,
482,1260,directed,,,,
14,1260,directed,,,,
754,1260,directed,,,,
2244,1260,directed,,,,
1196,1260,directed,,,,
16,1260,directed,,,,
67,1260,directed,,,,
485,1260,directed,,,,
1205,818,directed,,,,
1312,818,directed,,,,
672,818,directed,,,,
105,818,directed,,,,
1332,818,directed,,,,
868,747,directed,,,,
646,747,directed,,,,
129,747,directed,,,,
1419,747,directed,,,,
595,826,directed,,,,
74,826,directed,,,,
670,826,directed,,,,
77,826,directed,,,,
609,826,directed,,,,
2245,826,directed,,,,
80,826,directed,,,,
2154,826,directed,,,,
1693,826,directed,,,,
166,826,directed,,,,
833,826,directed,,,,
603,826,directed,,,,
234,1825,directed,,,,
159,1825,directed,,,,
64,1825,directed,,,,
1136,1825,directed,,,,
236,1825,directed,,,,
841,6,directed,,,,
3,6,directed,,,,
241,6,directed,,,,
1054,6,directed,,,,
868,6,directed,,,,
576,6,directed,,,,
481,6,directed,,,,
12,6,directed,,,,
67,6,directed,,,,
131,6,directed,,,,
1425,2422,directed,,,,
348,4090,directed,,,,
349,4090,directed,,,,
595,429,directed,,,,
73,429,directed,,,,
902,429,directed,,,,
75,429,directed,,,,
606,429,directed,,,,
77,429,directed,,,,
431,429,directed,,,,
985,429,directed,,,,
614,429,directed,,,,
80,429,directed,,,,
435,429,directed,,,,
829,429,directed,,,,
930,429,directed,,,,
1936,429,directed,,,,
527,429,directed,,,,
439,429,directed,,,,
109,1497,directed,,,,
2246,1497,directed,,,,
116,4091,directed,,,,
2247,4091,directed,,,,
343,4091,directed,,,,
1951,4091,directed,,,,
304,4091,directed,,,,
153,4092,directed,,,,
233,2887,directed,,,,
777,2571,directed,,,,
680,2571,directed,,,,
725,2571,directed,,,,
368,2571,directed,,,,
1012,2571,directed,,,,
2136,2571,directed,,,,
1709,2571,directed,,,,
2248,2571,directed,,,,
1710,2571,directed,,,,
2249,2571,directed,,,,
755,2571,directed,,,,
813,2571,directed,,,,
984,2571,directed,,,,
1712,2571,directed,,,,
293,1965,directed,,,,
2250,4093,directed,,,,
1080,4093,directed,,,,
2251,4093,directed,,,,
769,4094,directed,,,,
2252,4094,directed,,,,
119,4094,directed,,,,
2253,4094,directed,,,,
1774,4094,directed,,,,
1823,113,directed,,,,
2,113,directed,,,,
291,113,directed,,,,
242,113,directed,,,,
49,113,directed,,,,
1139,113,directed,,,,
1816,113,directed,,,,
434,113,directed,,,,
195,113,directed,,,,
59,113,directed,,,,
773,113,directed,,,,
737,113,directed,,,,
201,113,directed,,,,
2254,4095,directed,,,,
2255,4095,directed,,,,
1299,3603,directed,,,,
1035,3603,directed,,,,
1036,3603,directed,,,,
2256,3603,directed,,,,
479,3603,directed,,,,
1369,3603,directed,,,,
641,3603,directed,,,,
108,3603,directed,,,,
642,3603,directed,,,,
1959,3603,directed,,,,
2257,3603,directed,,,,
1152,3603,directed,,,,
579,3603,directed,,,,
1569,3603,directed,,,,
485,3603,directed,,,,
365,187,directed,,,,
2258,187,directed,,,,
1275,187,directed,,,,
777,187,directed,,,,
1218,187,directed,,,,
725,187,directed,,,,
1247,187,directed,,,,
186,187,directed,,,,
1345,187,directed,,,,
332,187,directed,,,,
1271,187,directed,,,,
873,187,directed,,,,
874,187,directed,,,,
1656,187,directed,,,,
1077,187,directed,,,,
1349,187,directed,,,,
1657,187,directed,,,,
876,187,directed,,,,
191,187,directed,,,,
193,187,directed,,,,
118,187,directed,,,,
194,187,directed,,,,
1893,187,directed,,,,
2177,187,directed,,,,
1422,187,directed,,,,
778,187,directed,,,,
779,187,directed,,,,
198,187,directed,,,,
1351,187,directed,,,,
1462,187,directed,,,,
1960,187,directed,,,,
324,187,directed,,,,
1353,187,directed,,,,
781,187,directed,,,,
21,24,directed,,,,
46,24,directed,,,,
22,24,directed,,,,
467,24,directed,,,,
1011,24,directed,,,,
243,24,directed,,,,
49,24,directed,,,,
51,24,directed,,,,
108,24,directed,,,,
577,24,directed,,,,
211,24,directed,,,,
361,24,directed,,,,
1613,24,directed,,,,
28,24,directed,,,,
58,24,directed,,,,
215,24,directed,,,,
481,24,directed,,,,
482,24,directed,,,,
845,24,directed,,,,
101,24,directed,,,,
780,24,directed,,,,
65,24,directed,,,,
891,24,directed,,,,
475,24,directed,,,,
485,24,directed,,,,
1238,3573,directed,,,,
905,3573,directed,,,,
544,3573,directed,,,,
1294,3573,directed,,,,
1857,3573,directed,,,,
929,3573,directed,,,,
1209,3573,directed,,,,
236,1102,directed,,,,
2,1582,directed,,,,
835,1582,directed,,,,
182,1582,directed,,,,
234,1582,directed,,,,
1580,1582,directed,,,,
741,1582,directed,,,,
64,1582,directed,,,,
1423,1582,directed,,,,
131,1582,directed,,,,
1275,1295,directed,,,,
193,1295,directed,,,,
1155,1295,directed,,,,
540,1295,directed,,,,
541,1295,directed,,,,
542,1295,directed,,,,
1296,1295,directed,,,,
350,1295,directed,,,,
1579,1770,directed,,,,
777,1770,directed,,,,
306,1770,directed,,,,
1650,1770,directed,,,,
368,1770,directed,,,,
1011,1770,directed,,,,
332,1770,directed,,,,
253,1770,directed,,,,
193,1770,directed,,,,
1687,1770,directed,,,,
54,1770,directed,,,,
959,1770,directed,,,,
628,1770,directed,,,,
629,1770,directed,,,,
2259,1770,directed,,,,
306,1957,directed,,,,
1134,1957,directed,,,,
512,1957,directed,,,,
1453,1957,directed,,,,
202,1957,directed,,,,
559,2211,directed,,,,
1373,2211,directed,,,,
293,2211,directed,,,,
562,2211,directed,,,,
253,2211,directed,,,,
254,2211,directed,,,,
787,2211,directed,,,,
1864,2211,directed,,,,
2260,2211,directed,,,,
301,2211,directed,,,,
564,2211,directed,,,,
98,1781,directed,,,,
182,1781,directed,,,,
183,1781,directed,,,,
741,1781,directed,,,,
554,1781,directed,,,,
555,1781,directed,,,,
64,1781,directed,,,,
131,1781,directed,,,,
133,4096,directed,,,,
1036,4096,directed,,,,
55,4096,directed,,,,
1687,1470,directed,,,,
959,1470,directed,,,,
2261,3413,directed,,,,
476,3413,directed,,,,
1004,3413,directed,,,,
368,3413,directed,,,,
1011,3413,directed,,,,
478,3413,directed,,,,
1007,3413,directed,,,,
482,3413,directed,,,,
2262,3413,directed,,,,
2263,3413,directed,,,,
1635,3413,directed,,,,
1712,3413,directed,,,,
595,77,directed,,,,
1446,77,directed,,,,
1476,77,directed,,,,
670,77,directed,,,,
2245,77,directed,,,,
671,77,directed,,,,
1762,77,directed,,,,
672,77,directed,,,,
673,77,directed,,,,
674,77,directed,,,,
601,77,directed,,,,
2264,77,directed,,,,
676,77,directed,,,,
1275,283,directed,,,,
1518,283,directed,,,,
182,283,directed,,,,
469,283,directed,,,,
26,283,directed,,,,
193,283,directed,,,,
473,283,directed,,,,
1104,283,directed,,,,
719,283,directed,,,,
183,283,directed,,,,
1422,283,directed,,,,
1501,283,directed,,,,
554,283,directed,,,,
64,283,directed,,,,
112,283,directed,,,,
1165,407,directed,,,,
769,407,directed,,,,
339,407,directed,,,,
185,407,directed,,,,
476,407,directed,,,,
192,407,directed,,,,
700,407,directed,,,,
347,407,directed,,,,
773,407,directed,,,,
179,407,directed,,,,
120,407,directed,,,,
878,407,directed,,,,
351,407,directed,,,,
839,808,directed,,,,
680,808,directed,,,,
291,808,directed,,,,
182,808,directed,,,,
49,808,directed,,,,
1549,808,directed,,,,
576,808,directed,,,,
54,808,directed,,,,
361,808,directed,,,,
481,808,directed,,,,
482,808,directed,,,,
1063,808,directed,,,,
1010,808,directed,,,,
64,808,directed,,,,
484,808,directed,,,,
67,808,directed,,,,
485,808,directed,,,,
605,3069,directed,,,,
64,3069,directed,,,,
342,4097,directed,,,,
1170,4097,directed,,,,
993,242,directed,,,,
605,242,directed,,,,
2,242,directed,,,,
1486,242,directed,,,,
3,242,directed,,,,
331,242,directed,,,,
873,242,directed,,,,
